"","GEOID","NAME.x","pop_2017","pop_2018","pop_change"
"743","18091","LaPorte County, Indiana",110839,110552,-0.258934129683595
"744","18093","Lawrence County, Indiana",45669,45619,-0.10948345704964
"745","18095","Madison County, Indiana",129641,129505,-0.104905084039771
"746","18097","Marion County, Indiana",939964,944523,0.485018575179475
"747","18099","Marshall County, Indiana",46752,46595,-0.335814510609172
"748","18101","Martin County, Indiana",10219,10210,-0.0880712398473432
"749","18103","Miami County, Indiana",36035,35901,-0.371860690994866
"750","18105","Monroe County, Indiana",144436,145403,0.669500678501205
"751","18107","Montgomery County, Indiana",38288,38276,-0.0313414124529879
"752","18109","Morgan County, Indiana",69533,69727,0.279004213826528
"753","18111","Newton County, Indiana",14056,14018,-0.27034718269778
"754","18113","Noble County, Indiana",47421,47451,0.0632631112798127
"755","18115","Ohio County, Indiana",5911,5887,-0.406022669599053
"756","18117","Orange County, Indiana",19623,19547,-0.38730061662335
"757","18119","Owen County, Indiana",20957,20878,-0.376962351481605
"758","18121","Parke County, Indiana",17062,16996,-0.386824522330325
"759","18123","Perry County, Indiana",19229,19141,-0.457642103073483
"760","18125","Pike County, Indiana",12471,12411,-0.481116189559779
"761","18127","Porter County, Indiana",167391,168041,0.388312394334223
"762","18129","Posey County, Indiana",25599,25589,-0.0390640259385132
"763","18131","Pulaski County, Indiana",12761,12660,-0.791474022412037
"764","18133","Putnam County, Indiana",37543,37559,0.0426177982579975
"765","18135","Randolph County, Indiana",25203,25076,-0.503908264889101
"766","18137","Ripley County, Indiana",28372,28425,0.186803891160299
"767","18139","Rush County, Indiana",16765,16704,-0.36385326573218
"768","18141","St. Joseph County, Indiana",268613,269240,0.233421316168614
"769","18143","Scott County, Indiana",23722,23743,0.0885254194418683
"770","18145","Shelby County, Indiana",44339,44399,0.135321049189201
"771","18147","Spencer County, Indiana",20610,20526,-0.407569141193595
"772","18149","Starke County, Indiana",22966,22941,-0.1088565705826
"773","18151","Steuben County, Indiana",34459,34474,0.0435299921646014
"774","18153","Sullivan County, Indiana",20900,20792,-0.516746411483254
"775","18155","Switzerland County, Indiana",10617,10628,0.103607422058962
"776","18157","Tippecanoe County, Indiana",186081,189294,1.7266674190272
"777","18159","Tipton County, Indiana",15290,15218,-0.470896010464356
"778","18161","Union County, Indiana",7225,7153,-0.996539792387543
"779","18163","Vanderburgh County, Indiana",181831,181313,-0.284879915965924
"780","18165","Vermillion County, Indiana",15644,15560,-0.53694707236001
"781","18167","Vigo County, Indiana",107723,107693,-0.0278492058334803
"782","18169","Wabash County, Indiana",31848,31631,-0.681361466968099
"783","18171","Warren County, Indiana",8269,8247,-0.266053936388922
"784","18173","Warrick County, Indiana",61581,61928,0.563485490654585
"785","18175","Washington County, Indiana",27807,27827,0.0719243355989499
"786","18177","Wayne County, Indiana",66972,66613,-0.53604491429254
"787","18179","Wells County, Indiana",27832,27947,0.413193446392642
"788","18181","White County, Indiana",24279,24217,-0.255364718480992
"789","18183","Whitley County, Indiana",33481,33649,0.501777127325946
"790","19001","Adair County, Iowa",7192,7124,-0.945494994438265
"791","19003","Adams County, Iowa",3785,3726,-1.55878467635403
"792","19005","Allamakee County, Iowa",13940,13880,-0.430416068866571
"793","19007","Appanoose County, Iowa",12547,12510,-0.294891209053957
"794","19009","Audubon County, Iowa",5711,5637,-1.29574505340571
"795","19011","Benton County, Iowa",25646,25626,-0.0779848709350386
"796","19013","Black Hawk County, Iowa",132960,133009,0.0368531889290012
"797","19015","Boone County, Iowa",26381,26399,0.0682309237708957
"798","19017","Bremer County, Iowa",24741,24782,0.165716826320682
"799","19019","Buchanan County, Iowa",21101,21125,0.113738685370362
"800","19021","Buena Vista County, Iowa",20369,20260,-0.535126908537483
"801","19023","Butler County, Iowa",14822,14735,-0.586965321818918
"802","19025","Calhoun County, Iowa",9814,9780,-0.346443855716324
"803","19027","Carroll County, Iowa",20428,20344,-0.411200313295477
"804","19029","Cass County, Iowa",13327,13191,-1.02048473024687
"805","19031","Cedar County, Iowa",18368,18445,0.419207317073171
"806","19033","Cerro Gordo County, Iowa",43134,42984,-0.347753512310474
"807","19035","Cherokee County, Iowa",11577,11468,-0.941521983242636
"808","19037","Chickasaw County, Iowa",12140,12099,-0.337726523887974
"809","19039","Clarke County, Iowa",9267,9282,0.161864681126578
"810","19041","Clay County, Iowa",16387,16313,-0.451577469945689
"811","19043","Clayton County, Iowa",17711,17672,-0.22020213426684
"812","19045","Clinton County, Iowa",47587,47218,-0.775421858911047
"813","19047","Crawford County, Iowa",17131,17132,0.00583737084816998
"814","19049","Dallas County, Iowa",80864,84002,3.88058963197467
"815","19051","Davis County, Iowa",8834,8885,0.577314919628707
"816","19053","Decatur County, Iowa",8105,8044,-0.752621838371376
"817","19055","Delaware County, Iowa",17326,17258,-0.39247373888953
"818","19057","Des Moines County, Iowa",39876,39600,-0.692145651519711
"819","19059","Dickinson County, Iowa",17000,17056,0.329411764705882
"820","19061","Dubuque County, Iowa",96571,96802,0.239202244980377
"821","19063","Emmet County, Iowa",9661,9551,-1.13859848876928
"822","19065","Fayette County, Iowa",20139,19929,-1.04275286757039
"823","19067","Floyd County, Iowa",15904,15858,-0.289235412474849
"824","19069","Franklin County, Iowa",10326,10245,-0.784427658338176
"825","19071","Fremont County, Iowa",6985,6968,-0.243378668575519
"826","19073","Greene County, Iowa",9046,9003,-0.475348220207827
"827","19075","Grundy County, Iowa",12354,12341,-0.105229075603044
"828","19077","Guthrie County, Iowa",10664,10674,0.0937734433608402
"829","19079","Hamilton County, Iowa",15201,15110,-0.59864482599829
"830","19081","Hancock County, Iowa",10971,10888,-0.756539969009206
"831","19083","Hardin County, Iowa",17239,17127,-0.64968965717269
"832","19085","Harrison County, Iowa",14196,14143,-0.373344604113835
"833","19087","Henry County, Iowa",19865,19926,0.307072741001762
"834","19089","Howard County, Iowa",9321,9264,-0.611522368844545
"835","19091","Humboldt County, Iowa",9586,9566,-0.208637596494888
"836","19093","Ida County, Iowa",6965,6916,-0.703517587939699
"837","19095","Iowa County, Iowa",16231,16207,-0.147865196229438
"838","19097","Jackson County, Iowa",19409,19395,-0.0721314853933742
"839","19099","Jasper County, Iowa",36789,36891,0.277256788714018
"840","19101","Jefferson County, Iowa",17945,18077,0.735580941766509
"841","19103","Johnson County, Iowa",144425,147001,1.78362471871213
"842","19105","Jones County, Iowa",20468,20568,0.488567520031268
"843","19107","Keokuk County, Iowa",10223,10200,-0.224982881737259
"844","19109","Kossuth County, Iowa",15166,15075,-0.600026374785705
"845","19111","Lee County, Iowa",34785,34541,-0.701451775190456
"846","19113","Linn County, Iowa",220008,222121,0.960419621104687
"847","19115","Louisa County, Iowa",11238,11223,-0.133475707421249
"848","19117","Lucas County, Iowa",8600,8597,-0.0348837209302326
"849","19119","Lyon County, Iowa",11745,11769,0.204342273307791
"850","19121","Madison County, Iowa",15720,15890,1.08142493638677
"851","19123","Mahaska County, Iowa",22301,22208,-0.417021658221604
"852","19125","Marion County, Iowa",33127,33207,0.241494853140942
"853","19127","Marshall County, Iowa",40476,40271,-0.506472971637514
"854","19129","Mills County, Iowa",14933,14957,0.160717873166812
"855","19131","Mitchell County, Iowa",10663,10631,-0.300103160461409
"856","19133","Monona County, Iowa",8865,8796,-0.77834179357022
"857","19135","Monroe County, Iowa",7912,7863,-0.619312436804853
"858","19137","Montgomery County, Iowa",10239,10155,-0.820392616466452
"859","19139","Muscatine County, Iowa",42923,42950,0.062903338536449
"860","19141","O'Brien County, Iowa",13944,13911,-0.236660929432014
"861","19143","Osceola County, Iowa",6149,6115,-0.552935436656367
"862","19145","Page County, Iowa",15393,15363,-0.194893782888326
"863","19147","Palo Alto County, Iowa",9110,9055,-0.603732162458836
"864","19149","Plymouth County, Iowa",25027,25039,0.0479482159267991
"865","19151","Pocahontas County, Iowa",6972,6898,-1.061388410786
"866","19153","Polk County, Iowa",467235,474274,1.50652241377465
"867","19155","Pottawattamie County, Iowa",93287,93503,0.231543516245565
"868","19157","Poweshiek County, Iowa",18428,18605,0.960494899066638
"869","19159","Ringgold County, Iowa",4986,4984,-0.0401123144805455
"870","19161","Sac County, Iowa",9936,9868,-0.684380032206119
"871","19163","Scott County, Iowa",171493,172288,0.463575772772066
"872","19165","Shelby County, Iowa",11772,11694,-0.662589194699286
"873","19167","Sioux County, Iowa",34692,34825,0.383373688458434
"874","19169","Story County, Iowa",95888,96922,1.07834139829801
"875","19171","Tama County, Iowa",17236,17136,-0.580181016477141
"876","19173","Taylor County, Iowa",6214,6201,-0.209205020920502
"877","19175","Union County, Iowa",12497,12453,-0.352084500280067
"878","19177","Van Buren County, Iowa",7308,7223,-1.16310892172961
"879","19179","Wapello County, Iowa",35321,35315,-0.0169870615214745
"880","19181","Warren County, Iowa",48630,49361,1.50318733292206
"881","19183","Washington County, Iowa",22095,22143,0.21724372029871
"882","19185","Wayne County, Iowa",6405,6413,0.124902419984387
"883","19187","Webster County, Iowa",36945,36757,-0.508864528352957
"884","19189","Winnebago County, Iowa",10545,10571,0.24656235182551
"885","19191","Winneshiek County, Iowa",20575,20401,-0.845686512758202
"886","19193","Woodbury County, Iowa",102397,102398,0.000976591111067707
"887","19195","Worth County, Iowa",7502,7489,-0.173287123433751
"888","19197","Wright County, Iowa",12864,12804,-0.466417910447761
"889","20001","Allen County, Kansas",12752,12630,-0.956712672521957
"890","20003","Anderson County, Kansas",7840,7852,0.153061224489796
"891","20005","Atchison County, Kansas",16466,16363,-0.625531398032309
"892","20007","Barber County, Kansas",4905,4733,-3.50662589194699
"893","20009","Barton County, Kansas",27067,26791,-1.01969187571582
"894","20011","Bourbon County, Kansas",14757,14702,-0.372704479230196
"895","20013","Brown County, Kansas",9736,9664,-0.739523418241578
"896","20015","Butler County, Kansas",66260,66468,0.313914880772714
"897","20017","Chase County, Kansas",2665,2645,-0.75046904315197
"898","20019","Chautauqua County, Kansas",3425,3367,-1.69343065693431
"899","20021","Cherokee County, Kansas",20501,20331,-0.829227842544266
"900","20023","Cheyenne County, Kansas",2677,2677,0
"901","20025","Clark County, Kansas",2089,2053,-1.72331258975586
"902","20027","Clay County, Kansas",8203,8142,-0.743630379129587
"903","20029","Cloud County, Kansas",9191,9060,-1.42530736590143
"904","20031","Coffey County, Kansas",8328,8296,-0.384245917387128
"905","20033","Comanche County, Kansas",1741,1780,2.2400919012062
"906","20035","Cowley County, Kansas",35732,35591,-0.394604276278966
"907","20037","Crawford County, Kansas",39099,39108,0.0230184915215223
"908","20039","Decatur County, Kansas",2891,2881,-0.345901072293324
"909","20041","Dickinson County, Kansas",19162,19004,-0.824548585742616
"910","20043","Doniphan County, Kansas",7790,7736,-0.693196405648267
"911","20045","Douglas County, Kansas",117806,119319,1.28431489058282
"912","20047","Edwards County, Kansas",2946,2925,-0.712830957230143
"913","20049","Elk County, Kansas",2581,2562,-0.736148779542813
"914","20051","Ellis County, Kansas",28877,28878,0.00346296360425252
"915","20053","Ellsworth County, Kansas",6331,6293,-0.600221134102038
"916","20055","Finney County, Kansas",37097,36957,-0.377389007197348
"917","20057","Ford County, Kansas",34658,34484,-0.502048589070344
"918","20059","Franklin County, Kansas",25599,25563,-0.140630493378648
"919","20061","Geary County, Kansas",35796,34895,-2.51704101016873
"920","20063","Gove County, Kansas",2632,2619,-0.493920972644377
"921","20065","Graham County, Kansas",2561,2545,-0.624755954705193
"922","20067","Grant County, Kansas",7716,7616,-1.29600829445308
"923","20069","Gray County, Kansas",6004,6037,0.549633577614923
"924","20071","Greeley County, Kansas",1210,1200,-0.826446280991736
"925","20073","Greenwood County, Kansas",6227,6156,-1.14019592098924
"926","20075","Hamilton County, Kansas",2621,2616,-0.190766882869134
"927","20077","Harper County, Kansas",5746,5673,-1.27044900800557
"928","20079","Harvey County, Kansas",34683,34555,-0.36905688665917
"929","20081","Haskell County, Kansas",4081,4047,-0.833129135015927
"930","20083","Hodgeman County, Kansas",1875,1842,-1.76
"931","20085","Jackson County, Kansas",13322,13318,-0.0300255216934394
"932","20087","Jefferson County, Kansas",18856,18888,0.169707254985151
"933","20089","Jewell County, Kansas",2963,2916,-1.58623017212285
"934","20091","Johnson County, Kansas",578797,585502,1.15843724138169
"935","20093","Kearny County, Kansas",3931,3932,0.0254388196387688
"936","20095","Kingman County, Kansas",7576,7470,-1.39915522703273
"937","20097","Kiowa County, Kansas",2524,2526,0.0792393026941363
"938","20099","Labette County, Kansas",20553,20367,-0.904977375565611
"939","20101","Lane County, Kansas",1702,1642,-3.52526439482961
"940","20103","Leavenworth County, Kansas",79359,80042,0.860645925477892
"941","20105","Lincoln County, Kansas",3121,3097,-0.768984299903877
"942","20107","Linn County, Kansas",9602,9635,0.343678400333264
"943","20109","Logan County, Kansas",2790,2810,0.716845878136201
"944","20111","Lyon County, Kansas",33302,33299,-0.00900846795988229
"945","20113","McPherson County, Kansas",28792,28630,-0.562656293414837
"946","20115","Marion County, Kansas",12087,12032,-0.455034334408869
"947","20117","Marshall County, Kansas",9859,9798,-0.618724008520134
"948","20119","Meade County, Kansas",4295,4261,-0.791618160651921
"949","20121","Miami County, Kansas",32976,33127,0.45790878214459
"950","20123","Mitchell County, Kansas",6230,6222,-0.128410914927769
"951","20125","Montgomery County, Kansas",33463,32970,-1.47326898365359
"952","20127","Morris County, Kansas",5605,5566,-0.695807314897413
"953","20129","Morton County, Kansas",2931,2838,-3.17297850562948
"954","20131","Nemaha County, Kansas",10095,10104,0.0891530460624071
"955","20133","Neosho County, Kansas",16209,16125,-0.518230612622617
"956","20135","Ness County, Kansas",3001,2955,-1.53282239253582
"957","20137","Norton County, Kansas",5527,5486,-0.741812918400579
"958","20139","Osage County, Kansas",15894,15882,-0.0755001887504719
"959","20141","Osborne County, Kansas",3684,3603,-2.19869706840391
"960","20143","Ottawa County, Kansas",5957,5902,-0.923283531979184
"961","20145","Pawnee County, Kansas",6776,6709,-0.988783943329398
"962","20147","Phillips County, Kansas",5446,5408,-0.697759823723834
"963","20149","Pottawatomie County, Kansas",23188,23545,1.53958944281525
"964","20151","Pratt County, Kansas",9670,9582,-0.910031023784902
"965","20153","Rawlins County, Kansas",2520,2509,-0.436507936507937
"966","20155","Reno County, Kansas",63360,63101,-0.408775252525253
"967","20157","Republic County, Kansas",4705,4686,-0.403825717321998
"968","20159","Rice County, Kansas",9868,9762,-1.07417916497771
"969","20161","Riley County, Kansas",75696,75296,-0.528429507503699
"970","20163","Rooks County, Kansas",5148,5118,-0.582750582750583
"971","20165","Rush County, Kansas",3119,3102,-0.545046489259378
"972","20167","Russell County, Kansas",6987,6977,-0.1431229426077
"973","20169","Saline County, Kansas",55334,54977,-0.645172949723497
"974","20171","Scott County, Kansas",4981,4949,-0.642441276852038
"975","20173","Sedgwick County, Kansas",510484,512064,0.309510190329178
"976","20175","Seward County, Kansas",22948,22692,-1.11556562663413
"977","20177","Shawnee County, Kansas",178392,178284,-0.0605408314274183
"978","20179","Sheridan County, Kansas",2497,2506,0.360432519022827
"979","20181","Sherman County, Kansas",5999,5966,-0.550091681946991
"980","20183","Smith County, Kansas",3693,3663,-0.812347684809098
"981","20185","Stafford County, Kansas",4251,4214,-0.870383439190779
"982","20187","Stanton County, Kansas",2107,2063,-2.08827717133365
"983","20189","Stevens County, Kansas",5741,5686,-0.958021250653196
"984","20191","Sumner County, Kansas",23336,23208,-0.548508741858073
"985","20193","Thomas County, Kansas",7847,7824,-0.293105645469606
"986","20195","Trego County, Kansas",2899,2858,-1.4142807864781
"987","20197","Wabaunsee County, Kansas",6918,6888,-0.433651344319167
"988","20199","Wallace County, Kansas",1591,1575,-1.00565681961031
"989","20201","Washington County, Kansas",5572,5525,-0.843503230437904
"990","20203","Wichita County, Kansas",2157,2143,-0.649049605934168
"991","20205","Wilson County, Kansas",8858,8780,-0.880559945811696
"992","20207","Woodson County, Kansas",3178,3170,-0.251730648206419
"993","20209","Wyandotte County, Kansas",163227,164345,0.684935703039326
"994","21001","Adair County, Kentucky",19304,19241,-0.326357231661832
"995","21003","Allen County, Kentucky",20628,20794,0.804731433003684
"996","21005","Anderson County, Kentucky",22017,22214,0.89476313757551
"997","21007","Ballard County, Kentucky",8152,8090,-0.760549558390579
"998","21009","Barren County, Kentucky",43418,43680,0.603436362798839
"999","21011","Bath County, Kentucky",12189,12268,0.648125358930183
"1000","21013","Bell County, Kentucky",27469,27188,-1.02297134952128
"1001","21015","Boone County, Kentucky",127682,129095,1.10665559750004
"1002","21017","Bourbon County, Kentucky",20017,20144,0.634460708397862
"1003","21019","Boyd County, Kentucky",48486,48091,-0.814668151631399
"1004","21021","Boyle County, Kentucky",29773,29913,0.470224700231754
"1005","21023","Bracken County, Kentucky",8330,8306,-0.288115246098439
"1006","21025","Breathitt County, Kentucky",13276,13116,-1.20518228382043
"1007","21027","Breckinridge County, Kentucky",19991,20080,0.445200340153069
"1008","21029","Bullitt County, Kentucky",78622,79466,1.07349088041515
"1009","21031","Butler County, Kentucky",12735,12745,0.0785237534354142
"1010","21033","Caldwell County, Kentucky",12747,12727,-0.156899662665725
"1011","21035","Calloway County, Kentucky",38616,38776,0.414336026517506
"1012","21037","Campbell County, Kentucky",91804,92267,0.504335323079604
"1013","21039","Carlisle County, Kentucky",4890,4841,-1.00204498977505
"1014","21041","Carroll County, Kentucky",10695,10711,0.149602618045816
"1015","21043","Carter County, Kentucky",27385,27290,-0.346905240094943
"1016","21045","Casey County, Kentucky",15805,15796,-0.0569440050616893
"1017","21047","Christian County, Kentucky",72438,72263,-0.241585907948867
"1018","21049","Clark County, Kentucky",35757,35872,0.32161534804374
"1019","21051","Clay County, Kentucky",20866,20621,-1.1741589188153
"1020","21053","Clinton County, Kentucky",10208,10211,0.0293887147335423
"1021","21055","Crittenden County, Kentucky",9154,9083,-0.775617216517369
"1022","21057","Cumberland County, Kentucky",6744,6713,-0.459667852906287
"1023","21059","Daviess County, Kentucky",99258,99937,0.684075842753229
"1024","21061","Edmonson County, Kentucky",12063,12122,0.489098897455028
"1025","21063","Elliott County, Kentucky",7533,7517,-0.212398778707022
"1026","21065","Estill County, Kentucky",14382,14313,-0.47976637463496
"1027","21067","Fayette County, Kentucky",315109,318734,1.15039557740337
"1028","21069","Fleming County, Kentucky",14515,14479,-0.248019290389252
"1029","21071","Floyd County, Kentucky",37447,36926,-1.39129970358106
"1030","21073","Franklin County, Kentucky",49969,50296,0.654405731553563
"1031","21075","Fulton County, Kentucky",6259,6210,-0.782872663364755
"1032","21077","Gallatin County, Kentucky",8652,8703,0.589459084604716
"1033","21079","Garrard County, Kentucky",17226,17328,0.592128178335075
"1034","21081","Grant County, Kentucky",24800,24915,0.463709677419355
"1035","21083","Graves County, Kentucky",37259,37294,0.0939370353471644
"1036","21085","Grayson County, Kentucky",26129,26178,0.187531095717402
"1037","21087","Green County, Kentucky",11044,11023,-0.190148496921405
"1038","21089","Greenup County, Kentucky",36012,35765,-0.685882483616572
"1039","21091","Hancock County, Kentucky",8700,8719,0.218390804597701
"1040","21093","Hardin County, Kentucky",107699,108095,0.367691436317886
"1041","21095","Harlan County, Kentucky",27548,27134,-1.5028314215188
"1042","21097","Harrison County, Kentucky",18630,18668,0.203972088030059
"1043","21099","Hart County, Kentucky",18531,18627,0.518050833738061
"1044","21101","Henderson County, Kentucky",46252,46137,-0.2486378967396
"1045","21103","Henry County, Kentucky",15677,15814,0.873891688460803
"1046","21105","Hickman County, Kentucky",4625,4568,-1.23243243243243
"1047","21107","Hopkins County, Kentucky",45985,45664,-0.698053713167337
"1048","21109","Jackson County, Kentucky",13369,13373,0.0299199640960431
"1049","21111","Jefferson County, Kentucky",764378,767154,0.363171101209088
"1050","21113","Jessamine County, Kentucky",51667,52422,1.46128089496197
"1051","21115","Johnson County, Kentucky",23064,22843,-0.958203260492542
"1052","21117","Kenton County, Kentucky",163987,164688,0.427472909437943
"1053","21119","Knott County, Kentucky",15690,15513,-1.12810707456979
"1054","21121","Knox County, Kentucky",31424,31467,0.136838085539715
"1055","21123","Larue County, Kentucky",14102,14156,0.382924407885406
"1056","21125","Laurel County, Kentucky",59901,60180,0.46576851805479
"1057","21127","Lawrence County, Kentucky",15844,15783,-0.385003786922494
"1058","21129","Lee County, Kentucky",6717,6751,0.506178353431591
"1059","21131","Leslie County, Kentucky",10648,10472,-1.65289256198347
"1060","21133","Letcher County, Kentucky",23011,22676,-1.45582547477293
"1061","21135","Lewis County, Kentucky",13565,13490,-0.552893475856985
"1062","21137","Lincoln County, Kentucky",24413,24458,0.184328021955516
"1063","21139","Livingston County, Kentucky",9288,9263,-0.26916451335056
"1064","21141","Logan County, Kentucky",26847,26849,0.00744962193168697
"1065","21143","Lyon County, Kentucky",8268,8186,-0.991775520077407
"1066","21145","McCracken County, Kentucky",65285,65284,-0.00153174542391055
"1067","21147","McCreary County, Kentucky",17748,17635,-0.636691458192472
"1068","21149","McLean County, Kentucky",9361,9331,-0.320478581348147
"1069","21151","Madison County, Kentucky",88376,89700,1.49814429256812
"1070","21153","Magoffin County, Kentucky",12783,12666,-0.915278103731518
"1071","21155","Marion County, Kentucky",19335,19232,-0.532712697181277
"1072","21157","Marshall County, Kentucky",31177,31166,-0.0352824197324951
"1073","21159","Martin County, Kentucky",12175,11919,-2.10266940451745
"1074","21161","Mason County, Kentucky",17167,17153,-0.0815518145278732
"1075","21163","Meade County, Kentucky",28452,28326,-0.442851117671868
"1076","21165","Menifee County, Kentucky",6381,6405,0.376116596144805
"1077","21167","Mercer County, Kentucky",21378,21516,0.645523435307325
"1078","21169","Metcalfe County, Kentucky",9990,10004,0.14014014014014
"1079","21171","Monroe County, Kentucky",10645,10634,-0.103334899013621
"1080","21173","Montgomery County, Kentucky",27550,27759,0.758620689655172
"1081","21175","Morgan County, Kentucky",13281,13285,0.0301182139899104
"1082","21177","Muhlenberg County, Kentucky",31153,31081,-0.231117388373511
"1083","21179","Nelson County, Kentucky",45131,45388,0.569453369081119
"1084","21181","Nicholas County, Kentucky",7061,7100,0.552329698343011
"1085","21183","Ohio County, Kentucky",24062,24071,0.0374033746155764
"1086","21185","Oldham County, Kentucky",64633,65374,1.14647316386366
"1087","21187","Owen County, Kentucky",10686,10741,0.514692120531537
"1088","21189","Owsley County, Kentucky",4497,4463,-0.756059595285746
"1089","21191","Pendleton County, Kentucky",14530,14520,-0.0688231245698555
"1090","21193","Perry County, Kentucky",27329,26917,-1.50755607596326
"1091","21195","Pike County, Kentucky",61586,60483,-1.79099145909785
"1092","21197","Powell County, Kentucky",12349,12321,-0.226739007207061
"1093","21199","Pulaski County, Kentucky",63974,64145,0.267296089036171
"1094","21201","Robertson County, Kentucky",2161,2143,-0.832947709393799
"1095","21203","Rockcastle County, Kentucky",16815,16827,0.0713648528099911
"1096","21205","Rowan County, Kentucky",24392,24499,0.438668415874057
"1097","21207","Russell County, Kentucky",17731,17760,0.163555355027917
"1098","21209","Scott County, Kentucky",52322,53517,2.28393410037843
"1099","21211","Shelby County, Kentucky",45831,46786,2.08374244506993
"1100","21213","Simpson County, Kentucky",17881,18063,1.01784016553884
"1101","21215","Spencer County, Kentucky",18012,18246,1.29913391072618
"1102","21217","Taylor County, Kentucky",25406,25500,0.369991340628198
"1103","21219","Todd County, Kentucky",12377,12350,-0.21814656217177
"1104","21221","Trigg County, Kentucky",14286,14344,0.405991880162397
"1105","21223","Trimble County, Kentucky",8697,8637,-0.689893066574681
"1106","21225","Union County, Kentucky",14915,14802,-0.757626550452565
"1107","21227","Warren County, Kentucky",123824,126427,2.10217728388681
"1108","21229","Washington County, Kentucky",11999,12019,0.166680556713059
"1109","21231","Wayne County, Kentucky",20692,20609,-0.40112120626329
"1110","21233","Webster County, Kentucky",13180,13155,-0.189681335356601
"1111","21235","Whitley County, Kentucky",36027,36089,0.172093152357954
"1112","21237","Wolfe County, Kentucky",7251,7223,-0.38615363398152
"1113","21239","Woodford County, Kentucky",25817,26097,1.084556687454
"1114","22001","Acadia Parish, Louisiana",62607,62568,-0.0622933537783315
"1115","22003","Allen Parish, Louisiana",25667,25661,-0.0233763197880547
"1116","22005","Ascension Parish, Louisiana",119129,121176,1.71830536645149
"1117","22007","Assumption Parish, Louisiana",22881,22714,-0.72986320527949
"1118","22009","Avoyelles Parish, Louisiana",41095,40882,-0.518311230076652
"1119","22011","Beauregard Parish, Louisiana",36598,36769,0.467238646920597
"1120","22013","Bienville Parish, Louisiana",13806,13668,-0.999565406345067
"1121","22015","Bossier Parish, Louisiana",125698,126131,0.344476443539277
"1122","22017","Caddo Parish, Louisiana",251069,248361,-1.07858795789205
"1123","22019","Calcasieu Parish, Louisiana",198753,200182,0.718982858120381
"1124","22021","Caldwell Parish, Louisiana",10000,9996,-0.04
"1125","22023","Cameron Parish, Louisiana",6806,6868,0.910960916838084
"1126","22025","Catahoula Parish, Louisiana",10044,9893,-1.50338510553564
"1127","22027","Claiborne Parish, Louisiana",16296,16153,-0.877515954835542
"1128","22029","Concordia Parish, Louisiana",20211,20021,-0.940082133491663
"1129","22031","De Soto Parish, Louisiana",27164,27216,0.191429833603298
"1130","22033","East Baton Rouge Parish, Louisiana",446167,444094,-0.464624232630383
"1131","22035","East Carroll Parish, Louisiana",7318,7225,-1.27083902705657
"1132","22037","East Feliciana Parish, Louisiana",19553,19499,-0.27617245435483
"1133","22039","Evangeline Parish, Louisiana",33750,33636,-0.337777777777778
"1134","22041","Franklin Parish, Louisiana",20388,20322,-0.323719835197175
"1135","22043","Grant Parish, Louisiana",22305,22348,0.192781887469177
"1136","22045","Iberia Parish, Louisiana",73346,72691,-0.893027567965533
"1137","22047","Iberville Parish, Louisiana",33122,32956,-0.501177465128917
"1138","22049","Jackson Parish, Louisiana",15952,15926,-0.162988966900702
"1139","22051","Jefferson Parish, Louisiana",437038,435300,-0.397677089864039
"1140","22053","Jefferson Davis Parish, Louisiana",31405,31467,0.197420792867378
"1141","22055","Lafayette Parish, Louisiana",238230,240091,0.781177853335012
"1142","22057","Lafourche Parish, Louisiana",98112,98214,0.103962818003914
"1143","22059","LaSalle Parish, Louisiana",14930,14949,0.127260549229739
"1144","22061","Lincoln Parish, Louisiana",47536,47356,-0.378660383709189
"1145","22063","Livingston Parish, Louisiana",137096,138111,0.740357122016689
"1146","22065","Madison Parish, Louisiana",11616,11472,-1.2396694214876
"1147","22067","Morehouse Parish, Louisiana",26290,25992,-1.13351084062381
"1148","22069","Natchitoches Parish, Louisiana",39051,38963,-0.225346341963074
"1149","22071","Orleans Parish, Louisiana",388182,389648,0.377657902736345
"1150","22073","Ouachita Parish, Louisiana",156433,156075,-0.228851968574406
"1151","22075","Plaquemines Parish, Louisiana",23394,23373,-0.0897666068222621
"1152","22077","Pointe Coupee Parish, Louisiana",22271,22158,-0.507386287099816
"1153","22079","Rapides Parish, Louisiana",132080,131546,-0.404300423985463
"1154","22081","Red River Parish, Louisiana",8723,8618,-1.20371431846842
"1155","22083","Richland Parish, Louisiana",20619,20474,-0.70323488045007
"1156","22085","Sabine Parish, Louisiana",24145,24088,-0.236073721267343
"1157","22087","St. Bernard Parish, Louisiana",45067,45694,1.39126189895045
"1158","22089","St. Charles Parish, Louisiana",52728,52724,-0.00758610226065847
"1159","22091","St. Helena Parish, Louisiana",10509,10411,-0.932534018460367
"1160","22093","St. James Parish, Louisiana",21485,21357,-0.595764486851292
"1161","22095","St. John the Baptist Parish, Louisiana",43565,43446,-0.27315505566395
"1162","22097","St. Landry Parish, Louisiana",83580,83449,-0.156736061258674
"1163","22099","St. Martin Parish, Louisiana",53609,53752,0.266746255292955
"1164","22101","St. Mary Parish, Louisiana",52578,51734,-1.60523412834265
"1165","22103","St. Tammany Parish, Louisiana",249201,252093,1.16050898672156
"1166","22105","Tangipahoa Parish, Louisiana",128850,130504,1.2836631742336
"1167","22107","Tensas Parish, Louisiana",4771,4666,-2.20079647872563
